,序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
161,162,017484,财通资管数字经济混合发起式C,2025-07-18,1.4591,1.5541,0.18,7.66,15.24,21.41,37.99,75.85,38.96,,39.01,58.11,72.0145,0.00%
162,163,005311,万家经济新动能混合A,2025-07-18,1.765,1.765,1.34,4.64,6.41,1.23,34.72,75.83,3.19,10.5,35.23,76.5,70.0385,0.15%
163,164,014313,鹏华创新增长一年持有期混合A,2025-07-18,1.5573,1.5573,1.58,8.8,12.88,37.03,77.71,75.81,59.81,55.76,72.65,55.73,75.7477,0.15%
164,165,018241,嘉实制造升级股票发起式C,2025-07-18,1.3714,1.3714,-0.66,8.96,14.47,26.78,22.09,75.78,,,32.64,37.14,74.9012,0.00%
165,166,020732,易方达创业板中盘200ETF联接A,2025-07-18,1.7445,1.7445,-0.17,1.0,6.4,17.08,15.73,75.66,,,13.17,74.45,73.2545,0.12%
166,167,013940,东吴医疗服务股票A,2025-07-18,0.8216,0.8216,2.57,10.43,18.51,47.93,69.65,75.56,35.56,-5.41,66.86,-17.84,73.7365,0.15%
167,168,012093,鹏华创新升级混合A,2025-07-18,1.3494,1.3494,1.96,10.83,15.39,35.4,69.97,75.5,64.22,51.43,67.96,34.94,76.1159,0.15%
168,169,013941,东吴医疗服务股票C,2025-07-18,0.8154,0.8154,2.58,10.43,18.48,47.9,69.52,75.13,34.98,-6.01,66.71,-18.46,73.305,0.00%
169,170,020733,易方达创业板中盘200ETF联接C,2025-07-18,1.7389,1.7389,-0.16,0.99,6.38,17.0,15.56,75.13,,,12.98,73.89,72.7327,0.00%
170,171,003359,大成360互联网+大数据100C,2025-07-18,2.7273,2.7273,-0.19,2.14,7.09,20.65,22.08,75.0,31.82,72.72,21.13,142.0,69.8512,0.00%
171,172,005312,万家经济新动能混合C,2025-07-18,1.6865,1.6865,1.34,4.63,6.37,1.11,34.39,74.97,2.17,8.85,34.87,68.65,69.1914,0.00%
172,173,020304,信澳星亮智选混合C,2025-07-18,1.6277,1.6277,-0.01,1.72,9.2,21.78,27.61,74.83,,,28.11,62.77,73.5473,0.00%
173,174,012358,汇丰晋信医疗先锋混合A,2025-07-18,0.8515,0.8515,0.51,11.15,18.71,48.73,84.59,74.77,45.68,11.76,77.95,-14.85,74.8101,0.15%
174,175,001437,易方达瑞享混合I,2025-07-18,4.3628,4.3628,-0.34,12.32,18.32,70.66,39.95,74.58,29.12,42.67,44.89,336.28,74.2332,0.06%
175,176,004223,金信多策略精选混合A,2025-07-18,1.6493,2.4172,-0.48,4.44,10.65,15.13,14.24,74.4,21.62,7.56,14.81,193.21,69.7859,0.15%
176,177,014314,鹏华创新增长一年持有期混合C,2025-07-18,1.519,1.519,1.57,8.78,12.81,36.75,77.0,74.4,57.26,52.01,71.89,51.9,74.3572,0.00%
177,178,019918,招商中证2000指数增强A,2025-07-18,1.5022,1.5022,0.02,2.5,10.04,25.64,28.06,74.39,,,30.17,50.22,73.3041,0.12%
178,179,001438,易方达瑞享混合E,2025-07-18,3.5346,3.5346,-0.34,12.32,18.3,70.57,39.81,74.2,28.58,41.84,44.74,253.46,73.8613,0.00%
179,180,012094,鹏华创新升级混合C,2025-07-18,1.3065,1.3065,1.97,10.81,15.32,35.14,69.3,74.13,61.68,47.89,67.24,30.65,74.7359,0.00%
180,181,020151,中信保诚景气优选混合A,2025-07-18,1.6934,1.6934,0.27,0.79,5.76,16.15,33.81,74.13,,,34.11,69.34,71.7444,0.15%
181,182,012359,汇丰晋信医疗先锋混合C,2025-07-18,0.8351,0.8351,0.51,11.14,18.66,48.59,84.19,74.02,44.33,10.17,77.49,-16.49,74.0517,0.00%
182,183,003373,大成景禄灵活配置混合A,2025-07-18,1.7307,1.8767,-0.35,-0.28,6.66,11.93,33.32,73.94,39.81,31.52,30.79,92.42,72.2261,0.15%
183,184,011355,华泰柏瑞港股通时代机遇混合A,2025-07-18,0.6248,0.6248,-0.03,-0.57,7.58,13.58,41.52,73.94,17.89,-2.86,35.38,-37.52,76.8969,0.15%
184,185,020592,金信多策略精选混合C,2025-07-18,1.6426,1.6426,-0.48,4.43,10.61,14.96,13.9,73.91,,,14.43,55.2,69.2878,0.00%
185,186,019919,招商中证2000指数增强C,2025-07-18,1.4954,1.4954,0.02,2.49,10.0,25.56,27.88,73.88,,,29.96,49.54,72.7787,0.00%
186,187,020828,东财北证50A,2025-07-18,1.8327,1.8327,-0.65,-0.15,1.73,6.15,24.07,73.88,,,33.66,83.27,74.8926,0.12%
187,188,003374,大成景禄灵活配置混合C,2025-07-18,1.7213,1.8673,-0.35,-0.28,6.65,11.9,33.26,73.76,39.52,31.05,30.72,91.41,72.0612,0.00%
188,189,165531,中信保诚多策略混合(LOF)A,2025-07-18,2.0495,2.1552,0.15,0.77,5.52,16.21,31.86,73.76,59.85,83.94,33.14,125.49,71.3342,0.15%
189,190,010377,广发价值核心混合A,2025-07-18,0.8354,0.8354,-0.2,3.2,4.99,18.43,41.04,73.72,50.55,24.39,41.91,-16.46,73.5716,0.15%
190,191,005225,广发量化多因子混合,2025-07-18,1.9823,1.9823,0.07,2.08,10.39,21.29,30.01,73.66,43.87,26.96,29.16,98.23,72.3889,0.15%
191,192,014668,银华专精特新量化优选股票发起A,2025-07-18,1.278,1.278,0.27,2.54,8.75,24.32,30.8,73.59,27.39,,30.34,27.8,69.631,0.15%
192,193,020829,东财北证50C,2025-07-18,1.8253,1.8253,-0.65,-0.16,1.69,6.04,23.82,73.21,,,33.36,82.53,74.2363,0.00%
193,194,014114,广发沪港深医药混合A,2025-07-18,1.0845,1.0845,1.96,13.62,19.5,40.53,72.69,73.16,48.24,8.93,67.46,8.45,71.3541,0.15%
194,195,168701,合煦智远金融科技指数(LOF)A,2025-07-18,1.2067,1.2067,-0.22,-0.67,9.73,19.02,18.59,73.15,20.26,39.45,13.28,20.67,69.2426,0.15%
195,196,020152,中信保诚景气优选混合C,2025-07-18,1.6791,1.6791,0.26,0.77,5.7,15.98,33.42,73.09,,,33.67,67.91,70.7444,0.00%
196,197,014669,银华专精特新量化优选股票发起C,2025-07-18,1.2666,1.2666,0.28,2.54,8.72,24.23,30.62,73.08,26.63,,30.13,26.66,69.1281,0.00%
197,198,010378,广发价值核心混合C,2025-07-18,0.8205,0.8205,-0.21,3.19,4.95,18.3,40.76,72.99,49.34,22.9,41.56,-17.95,72.8824,0.00%
198,199,011144,华安汇宏精选混合A,2025-07-18,1.4591,1.4591,-0.31,11.39,18.99,43.25,39.36,72.94,56.3,53.28,41.54,45.91,71.7599,0.15%
199,200,011356,华泰柏瑞港股通时代机遇混合C,2025-07-18,0.609,0.609,-0.03,-0.59,7.52,13.41,41.14,72.81,16.42,-4.64,34.97,-39.1,75.7576,0.00%
200,201,018561,中信保诚多策略混合(LOF)C,2025-07-18,2.0239,2.0239,0.15,0.76,5.47,16.04,31.47,72.73,57.98,,32.71,63.53,70.3333,0.00%
201,202,013356,大摩沪港深精选混合A,2025-07-18,0.8379,0.8379,1.69,13.34,19.7,50.05,72.8,72.69,29.57,-18.99,67.55,-16.21,70.7909,0.15%
202,203,006274,圆信永丰医药健康A,2025-07-18,2.1737,2.1737,0.11,2.28,8.11,21.45,29.37,72.67,33.11,50.42,28.71,117.37,69.3836,0.15%
203,204,014115,广发沪港深医药混合C,2025-07-18,1.0692,1.0692,1.95,13.6,19.45,40.41,72.37,72.48,47.05,7.63,67.11,6.92,70.6897,0.00%
204,205,019189,华商品质价值混合A,2025-07-18,1.519,1.519,-0.13,2.64,7.62,18.61,29.57,72.46,,,24.68,51.9,72.2808,0.15%
205,206,020305,信澳星煜智选混合A,2025-07-18,1.5742,1.5742,0.0,1.61,7.82,22.06,28.76,72.33,,,29.18,57.42,70.9229,0.15%
206,207,168702,合煦智远金融科技指数(LOF)C,2025-07-18,1.1753,1.1753,-0.22,-0.68,9.69,18.86,18.3,72.31,19.07,37.4,12.98,17.53,68.4293,0.00%
207,208,013357,大摩沪港深精选混合C,2025-07-18,0.8263,0.8263,1.69,13.32,19.67,49.91,72.43,72.0,28.55,-19.91,67.17,-17.37,70.0906,0.00%
208,209,011145,华安汇宏精选混合C,2025-07-18,1.4219,1.4219,-0.32,11.37,18.94,43.05,38.94,71.91,54.45,50.56,41.06,42.19,70.7578,0.00%
209,210,001691,南方香港成长灵活配置混合,2025-07-17,2.4247,2.4247,0.71,1.91,4.56,14.69,47.52,71.78,75.58,65.85,43.96,142.47,,0.16%
210,211,018114,鹏扬北证50成份指数A,2025-07-18,1.4081,1.4081,-0.64,-0.15,1.8,6.46,23.56,71.47,50.94,,32.91,40.81,72.4345,0.12%
211,212,020306,信澳星煜智选混合C,2025-07-18,1.561,1.561,0.0,1.6,7.77,21.88,28.38,71.29,,,28.76,56.1,69.914,0.00%
212,213,010584,渤海汇金新动能主题混合A,2025-07-18,1.1218,1.1218,0.58,2.2,8.9,28.0,33.12,71.08,23.44,24.76,33.95,12.18,67.909,0.12%
213,214,007132,长城港股通价值精选混合A,2025-07-18,1.2331,1.2531,0.89,4.1,7.21,18.33,42.8,71.05,54.04,22.67,41.95,25.67,70.3177,0.15%
214,215,019318,汇添富国证2000指数增强A,2025-07-18,1.4479,1.4479,0.16,2.01,10.82,23.95,29.13,70.84,,,28.97,44.79,69.9413,0.12%
215,216,018115,鹏扬北证50成份指数C,2025-07-18,1.3956,1.3956,-0.64,-0.16,1.77,6.35,23.32,70.8,49.74,,32.64,39.56,71.745,0.00%
216,217,012981,华夏创新医药龙头混合A,2025-07-18,1.0467,1.0467,1.78,12.05,17.9,44.51,74.92,70.67,48.57,20.88,70.97,4.67,69.1773,0.15%
217,218,018730,华夏招鑫鸿瑞混合A,2025-07-18,1.5985,1.5985,0.6,3.09,5.76,15.76,19.86,70.65,,,20.53,59.85,65.015,0.15%
218,219,007484,信澳核心科技混合A,2025-07-18,1.5128,2.1527,0.45,2.9,7.44,14.23,25.29,70.48,7.25,-5.53,21.29,111.18,65.1889,0.15%
219,220,004206,华商元亨混合A,2025-07-18,2.1364,2.4984,-0.97,6.96,15.38,40.06,28.08,70.4,63.01,80.02,33.6,165.93,70.0039,0.15%
220,221,010115,易方达远见成长混合A,2025-07-18,1.3964,1.3964,0.14,12.8,18.57,72.22,40.45,70.36,23.02,29.36,45.2,39.64,70.0853,0.15%
221,222,019319,汇添富国证2000指数增强C,2025-07-18,1.4381,1.4381,0.16,2.01,10.78,23.82,28.87,70.15,,,28.69,43.81,69.2679,0.00%
222,223,010731,广发创新医疗两年持有混合A,2025-07-18,0.8358,0.8358,1.62,12.22,15.78,36.46,68.34,69.98,45.38,7.0,63.21,-16.42,68.1352,0.15%
223,224,015880,中欧小盘成长混合A,2025-07-18,1.3635,1.3635,0.11,2.6,9.76,23.33,32.51,69.76,34.33,36.55,32.21,36.35,69.9065,0.15%
224,225,019053,华商元亨混合C,2025-07-18,2.118,2.435,-0.97,6.95,15.35,39.91,27.82,69.73,,,33.31,68.43,69.3329,0.00%
225,226,011412,易方达远见成长混合C,2025-07-18,1.3721,1.3721,0.13,12.8,18.53,72.05,40.17,69.67,22.03,27.8,44.87,37.21,69.3951,0.00%
226,227,018731,华夏招鑫鸿瑞混合C,2025-07-18,1.5843,1.5843,0.6,3.08,5.71,15.59,19.52,69.64,,,20.15,58.43,64.0572,0.00%
227,228,012982,华夏创新医药龙头混合C,2025-07-18,1.023,1.023,1.78,12.04,17.83,44.29,74.39,69.6,46.75,18.69,70.41,2.3,68.1183,0.00%
228,229,017627,长城港股通价值精选混合C,2025-07-18,1.2134,1.2134,0.9,4.09,7.16,18.14,42.23,69.47,51.85,,41.36,37.14,68.7387,0.00%
229,230,019190,华商品质价值混合C,2025-07-18,1.4899,1.4899,-0.13,2.62,7.57,18.43,29.2,69.44,,,24.28,48.99,69.2876,0.00%
230,231,010732,广发创新医疗两年持有混合C,2025-07-18,0.8215,0.8215,1.62,12.21,15.75,36.33,68.0,69.31,44.22,5.73,62.87,-17.85,67.4822,0.00%
231,232,018203,信澳核心科技混合C,2025-07-18,1.487,1.487,0.45,2.89,7.39,14.06,24.92,69.17,5.66,,20.88,-2.3,63.9471,0.00%
232,233,005437,易方达易百智能量化策略A,2025-07-18,1.3493,1.3493,-0.01,1.6,9.18,21.24,27.77,68.75,23.9,-7.8,27.32,34.93,66.848,0.15%
233,234,015881,中欧小盘成长混合C,2025-07-18,1.3387,1.3387,0.1,2.58,9.71,23.13,32.1,68.73,32.73,34.11,31.77,33.87,68.8998,0.00%
234,235,001194,景顺长城稳健回报混合A,2025-07-18,2.608,2.673,-0.72,13.69,21.13,38.58,28.6,68.48,81.49,80.61,34.43,172.98,69.4607,0.10%
235,236,005438,易方达易百智能量化策略C,2025-07-18,1.3195,1.3195,-0.02,1.59,9.16,21.16,27.6,68.26,23.18,-8.62,27.12,31.95,66.3725,0.00%
236,237,012079,信澳新能源精选混合A,2025-07-18,1.6942,1.6942,0.86,6.78,7.24,18.45,21.02,68.21,42.14,4.28,23.69,69.42,68.4095,0.15%
237,238,001407,景顺长城稳健回报混合C,2025-07-18,2.528,2.591,-0.71,13.67,21.13,38.52,28.52,68.2,80.57,79.16,34.25,159.56,69.2102,0.00%
238,239,017648,信澳聚优智选混合A,2025-07-18,1.1347,1.1347,0.57,3.07,7.67,14.3,23.61,68.0,9.88,,20.83,13.47,62.8678,0.15%
239,240,014543,汇添富中证沪港深云计算产业指数发起式A,2025-07-18,1.2704,1.2704,0.94,9.8,14.17,23.6,32.06,67.82,28.06,71.17,26.02,27.04,65.5029,0.10%
240,241,240020,华宝医药生物混合A,2025-07-18,3.724,4.624,1.8,10.6,15.76,39.74,71.69,67.6,46.9,31.4,68.74,473.65,66.9207,0.15%
241,242,008842,同泰远见混合A,2025-07-18,0.7694,0.7694,-0.32,-0.7,1.02,8.81,38.53,67.59,21.28,-1.69,46.47,-23.06,65.819,0.15%
242,243,017892,鹏华国证2000指数增强A,2025-07-18,1.3464,1.3464,-0.01,2.4,9.42,21.75,27.66,67.55,35.13,,28.38,34.64,66.8401,0.12%
243,244,019347,富国匠心成长混合A,2025-07-18,1.6211,1.6211,0.32,7.72,10.37,20.9,29.77,67.49,,,39.53,62.11,67.3826,0.15%
244,245,018048,申万菱信数字产业股票型发起式A,2025-07-18,1.0771,1.0771,0.97,4.86,10.25,11.57,8.03,67.3,10.09,,7.92,7.71,64.167,0.15%
245,246,015412,西部利得数字产业混合A,2025-07-18,1.4358,1.4358,-0.51,-0.25,2.37,5.62,18.06,67.21,23.38,48.96,17.46,43.58,66.3346,0.15%
246,247,005550,汇安成长优选混合A,2025-07-18,1.5477,1.5477,-0.11,11.04,20.19,31.65,49.02,67.12,38.72,10.68,49.94,54.77,70.1517,0.15%
247,248,011371,华商远见价值A,2025-07-18,0.6347,0.6347,-0.17,2.19,7.23,17.78,24.4,67.03,20.0,-10.45,19.75,-36.53,68.3554,0.15%
248,249,017649,信澳聚优智选混合C,2025-07-18,1.1179,1.1179,0.57,3.07,7.62,14.14,23.25,67.0,8.58,,20.45,11.79,61.9206,0.00%
249,250,014544,汇添富中证沪港深云计算产业指数发起式C,2025-07-18,1.2566,1.2566,0.94,9.79,14.15,23.52,31.83,66.99,27.12,69.51,25.8,25.66,64.692,0.00%
250,251,008843,同泰远见混合C,2025-07-18,0.7545,0.7545,-0.32,-0.71,0.99,8.7,38.24,66.92,20.3,-2.86,46.16,-24.55,65.1346,0.00%
251,252,017893,鹏华国证2000指数增强C,2025-07-18,1.3334,1.3334,-0.01,2.39,9.38,21.62,27.39,66.86,34.05,,28.09,33.34,66.1765,0.00%
252,253,019029,华宝医药生物混合C,2025-07-18,3.715,4.176,1.81,10.6,15.7,39.5,71.36,66.82,,,68.4,55.01,66.2192,0.00%
253,254,021464,海富通中证港股通科技ETF发起联接A,2025-07-18,1.6318,1.6318,1.39,6.74,7.79,17.44,34.77,66.82,,,33.83,63.18,65.9851,0.10%
254,255,018227,瑞达先进制造混合型发起式C,2025-07-18,1.3832,1.3832,-0.73,4.78,25.62,44.79,42.8,66.79,39.15,,42.88,38.32,65.7321,0.00%
255,256,020086,鹏华智投数字经济混合A,2025-07-18,1.626,1.626,0.07,2.51,8.41,19.8,27.02,66.7,,,26.46,62.6,65.8338,0.15%
256,257,018049,申万菱信数字产业股票型发起式C,2025-07-18,1.0675,1.0675,0.96,4.84,10.2,11.46,7.82,66.61,9.2,,7.68,6.75,63.5013,0.00%
257,258,004890,中邮健康文娱灵活配置混合A,2025-07-18,2.7486,2.7486,-0.47,6.19,14.02,26.79,27.85,66.6,45.99,54.57,27.69,174.86,66.3499,0.15%
258,259,019348,富国匠心成长混合C,2025-07-18,1.6102,1.6102,0.32,7.71,10.31,20.71,29.23,66.6,,,38.91,61.02,66.4978,0.00%
259,260,003993,前海开源沪港深核心驱动混合,2025-07-18,1.6964,2.1444,1.51,4.86,7.24,17.25,34.46,66.59,59.38,66.92,33.0,134.35,67.0836,0.15%
260,261,015413,西部利得数字产业混合C,2025-07-18,1.4187,1.4187,-0.5,-0.26,2.34,5.52,17.85,66.59,22.44,47.21,17.23,41.87,65.7166,0.00%
261,262,009023,鹏华稳健回报混合A,2025-07-18,1.4332,1.4332,-0.31,5.53,14.16,30.11,30.21,66.53,22.17,9.15,29.01,43.32,65.3247,0.15%
262,263,001135,益民品质升级混合A,2025-07-18,0.8999,0.8999,0.51,0.14,2.87,15.67,31.78,66.52,29.3,1.23,35.38,-10.01,64.2753,0.15%
263,264,010418,财通景气行业混合A,2025-07-18,0.9801,0.9801,-1.29,4.96,13.39,41.78,27.19,66.49,51.16,26.82,33.93,-1.99,62.2951,0.15%
264,265,016067,鹏华新能源汽车混合A,2025-07-18,0.8635,0.8635,0.2,6.67,9.25,12.24,14.4,66.44,26.0,,23.13,-13.65,65.2315,0.15%
265,266,015143,中欧智能制造混合A,2025-07-18,1.4865,1.4865,-0.01,1.95,8.57,11.57,28.28,66.42,55.51,43.1,31.03,48.65,64.9284,0.15%
266,267,015739,国泰中证港股通科技ETF发起联接A,2025-07-18,1.2723,1.2723,1.35,6.39,7.55,17.35,34.31,66.27,42.06,25.51,33.06,27.23,65.2767,0.10%
267,268,011372,华商远见价值C,2025-07-18,0.6145,0.6145,-0.18,2.18,7.15,17.52,23.87,66.26,18.1,-12.55,19.2,-38.55,67.5757,0.00%
268,269,019891,华夏中证2000ETF发起式联接A,2025-07-18,1.2797,1.2797,0.09,1.64,8.7,21.52,26.23,66.26,,,25.28,27.97,64.5705,0.12%
269,270,021465,海富通中证港股通科技ETF发起联接C,2025-07-18,1.6258,1.6258,1.38,6.73,7.75,17.33,35.24,66.25,,,34.26,62.58,65.4421,0.00%
270,271,020970,益民品质升级混合C,2025-07-18,0.8973,0.8973,0.5,0.13,2.84,15.62,31.65,66.2,,,35.24,69.98,63.9503,0.00%
271,272,014232,博时专精特新主题混合A,2025-07-18,1.1184,1.1184,0.15,2.98,9.46,20.62,28.27,66.18,22.96,22.28,28.86,11.84,62.6527,0.15%
272,273,009664,汇添富医疗积极成长一年持有混合A,2025-07-18,0.7993,0.7993,2.24,14.68,18.47,38.36,63.09,66.17,20.16,-8.32,61.15,-20.07,64.7362,0.15%
273,274,012481,泓德医疗创新混合发起式A,2025-07-18,1.004,1.004,1.83,13.63,19.62,42.53,54.2,66.17,22.93,,50.57,0.4,64.1596,0.15%
274,275,017511,鹏华稳健回报混合C,2025-07-18,1.2109,1.2109,-0.31,5.53,14.13,29.99,29.94,65.94,21.25,,28.74,21.09,64.7483,0.00%
275,276,015740,国泰中证港股通科技ETF发起联接C,2025-07-18,1.2685,1.2685,1.34,6.38,7.53,17.29,34.18,65.93,41.49,24.74,32.91,26.85,64.9545,0.00%
276,277,014564,天弘恒生沪深港创新药精选50ETF发起联接A,2025-07-18,1.1773,1.1773,0.89,8.07,15.55,36.32,49.4,65.89,26.05,3.97,44.76,17.73,63.3098,0.10%
277,278,005551,汇安成长优选混合C,2025-07-18,1.4555,1.4555,-0.11,11.03,20.12,31.4,48.43,65.83,36.54,8.04,49.3,45.55,68.8515,0.00%
278,279,016234,财通景气行业混合C,2025-07-18,0.9691,0.9691,-1.28,4.96,13.36,41.64,26.95,65.83,50.04,25.4,33.65,25.4,61.6514,0.00%
279,280,010350,景顺长城品质长青混合A,2025-07-18,1.3713,1.3713,-0.3,8.56,13.45,30.67,33.67,65.8,76.42,66.3,32.17,37.13,65.2169,0.15%
280,281,019892,华夏中证2000ETF发起式联接C,2025-07-18,1.2733,1.2733,0.09,1.64,8.67,21.43,26.03,65.75,,,25.08,27.33,64.0851,0.00%
281,282,020087,鹏华智投数字经济混合C,2025-07-18,1.6145,1.6145,0.06,2.5,8.36,19.61,26.65,65.71,,,26.05,61.45,64.8627,0.00%
282,283,008923,建信医疗健康行业股票A,2025-07-18,1.6324,1.6324,1.76,12.27,19.58,44.37,68.6,65.69,52.48,60.4,65.57,63.24,64.6228,0.15%
283,284,501081,中欧科创主题混合(LOF)A,2025-07-18,2.2973,2.2973,0.27,2.19,7.87,10.03,25.21,65.67,48.07,30.89,28.2,129.73,63.8237,0.15%
284,285,012371,东财中证沪港深互联网ETF发起式联接A,2025-07-18,0.854,0.854,1.17,3.67,6.07,12.29,23.82,65.66,26.88,36.64,19.26,-14.6,63.2887,0.12%
285,286,010421,海富通消费优选混合A,2025-07-18,1.1508,1.1508,0.19,3.36,8.02,19.97,39.34,65.49,40.29,15.98,42.21,15.08,65.4875,0.15%
286,287,014565,天弘恒生沪深港创新药精选50ETF发起联接C,2025-07-18,1.168,1.168,0.89,8.06,15.52,36.24,49.21,65.46,25.43,3.2,44.57,16.8,62.9237,0.00%
287,288,016068,鹏华新能源汽车混合C,2025-07-18,0.8482,0.8482,0.2,6.65,9.19,12.08,14.07,65.44,24.5,,22.73,-15.18,64.2525,0.00%
288,289,015144,中欧智能制造混合C,2025-07-18,1.4606,1.4606,-0.01,1.94,8.54,11.4,27.88,65.43,53.81,40.84,30.59,46.06,63.965,0.00%
289,290,010709,安信医药健康股票A,2025-07-18,1.4988,1.5568,2.21,13.72,21.37,48.04,74.56,65.39,29.41,21.78,64.47,56.93,62.9308,0.15%
290,291,014233,博时专精特新主题混合C,2025-07-18,1.0984,1.0984,0.16,2.97,9.42,20.48,27.94,65.35,21.73,20.47,28.51,9.84,61.8627,0.00%
291,292,012768,华夏中证动漫游戏ETF发起式联接A,2025-07-18,1.3493,1.3493,-1.4,-2.96,4.93,18.47,29.18,65.15,0.07,60.96,25.82,34.93,63.7103,0.12%
292,293,020624,信澳新能源精选混合C,2025-07-18,1.6588,1.6588,0.86,6.77,7.19,18.37,20.78,65.15,,,23.4,73.48,65.3674,0.00%
293,294,501015,财通多策略升级混合(LOF)A,2025-07-18,1.625,1.625,-1.28,5.11,13.56,41.8,27.15,65.14,48.4,25.19,33.63,62.5,61.3704,0.15%
294,295,016370,信澳业绩驱动混合A,2025-07-18,0.9617,0.9617,-0.48,12.92,20.8,55.19,23.31,65.13,34.15,,32.39,-3.83,68.7489,0.15%
295,296,001543,宝盈新锐混合A,2025-07-18,2.78,2.78,0.14,1.87,7.75,19.26,23.83,65.08,2.39,-25.77,23.94,178.0,63.5294,0.15%
296,297,008924,建信医疗健康行业股票C,2025-07-18,1.6096,1.6096,1.76,12.27,19.54,44.24,68.3,65.07,51.29,58.53,65.26,60.96,64.0106,0.00%
297,298,011924,嘉实港股互联网产业核心资产A,2025-07-18,0.8497,0.8497,1.2,4.91,6.79,19.73,38.21,65.02,29.49,23.48,36.65,-15.03,64.2567,0.15%
298,299,015751,景顺长城品质长青混合C,2025-07-18,1.3528,1.3528,-0.3,8.55,13.41,30.54,33.36,65.02,74.85,64.13,31.85,76.01,64.4342,0.00%
299,300,009665,汇添富医疗积极成长一年持有混合C,2025-07-18,0.7686,0.7686,2.23,14.67,18.39,38.09,62.43,64.86,18.25,-10.48,60.46,-23.14,63.4624,0.00%
300,301,012482,泓德医疗创新混合发起式C,2025-07-18,0.9895,0.9895,1.82,13.62,19.59,42.35,53.86,64.7,21.35,,50.22,-1.05,62.6932,0.00%
301,302,010422,海富通消费优选混合C,2025-07-18,1.1266,1.1266,0.2,3.35,7.98,19.83,39.02,64.68,38.9,14.26,41.84,12.66,64.6835,0.00%
302,303,012769,华夏中证动漫游戏ETF发起式联接C,2025-07-18,1.3338,1.3338,-1.4,-2.96,4.91,18.38,28.98,64.67,-0.53,59.53,25.62,33.38,63.2159,0.00%
303,304,012372,东财中证沪港深互联网ETF发起式联接C,2025-07-18,0.8381,0.8381,1.17,3.66,6.05,12.18,23.58,64.62,25.58,34.7,19.01,-16.19,62.2652,0.00%
304,305,010710,安信医药健康股票C,2025-07-18,1.4659,1.5229,2.21,13.71,21.32,47.85,74.1,64.56,28.1,19.96,64.01,53.43,62.1212,0.00%
305,306,017290,中欧科创主题混合(LOF)C,2025-07-18,2.2629,2.2629,0.27,2.18,7.82,9.81,24.82,64.55,46.31,,27.77,38.01,62.7283,0.00%
306,307,013072,泰信医疗服务混合发起式A,2025-07-18,1.425,1.425,1.6,11.4,19.48,45.93,58.6,64.42,41.92,54.4,54.89,42.5,64.4357,0.15%
307,308,011925,嘉实港股互联网产业核心资产C,2025-07-18,0.8346,0.8346,1.2,4.9,6.74,19.54,38.02,64.39,28.4,21.86,36.42,-16.54,63.615,0.00%
308,309,015856,格林碳中和主题混合A,2025-07-18,1.3029,1.3029,0.87,2.78,8.05,13.84,21.79,64.32,30.63,,30.02,30.29,61.6702,0.15%
309,310,012876,富荣福耀混合A,2025-07-18,0.9548,0.9548,0.81,2.05,8.49,22.19,31.12,64.31,14.33,-0.14,30.56,-4.52,62.1603,0.15%
310,311,016495,景顺长城中证港股通科技ETF发起联接A,2025-07-18,1.4338,1.4338,1.38,6.46,7.55,16.88,32.42,64.2,40.27,,31.1,43.38,63.3588,0.12%
311,312,016371,信澳业绩驱动混合C,2025-07-18,0.945,0.945,-0.46,12.9,20.75,54.97,22.95,64.18,32.56,,31.98,-5.5,67.7614,0.00%
312,313,217021,招商优势企业混合A,2025-07-18,5.4967,5.4967,1.86,8.03,10.67,14.57,22.16,64.08,27.53,70.7,20.41,449.67,62.0203,0.15%
313,314,020729,华安中证全指软件开发ETF发起式联接A,2025-07-18,1.2474,1.2474,0.43,1.28,8.27,12.62,15.21,63.96,,,11.22,24.74,59.0057,0.06%
314,315,019783,华安健康主题混合A,2025-07-18,1.5247,1.5247,1.34,11.84,19.86,45.95,70.8,63.93,,,66.2,52.47,62.5133,0.15%
315,316,020500,广发中证港股通非银ETF发起式联接A,2025-07-18,1.6256,1.6256,2.3,0.82,10.75,32.25,40.1,63.92,,,33.07,62.56,64.9351,0.12%
316,317,015271,财通多策略升级混合(LOF)C,2025-07-18,1.599,1.599,-1.24,5.13,13.57,41.63,26.4,63.83,46.56,23.38,32.81,39.53,60.0601,0.00%
